Time,Accel Lat-FT,Accel Long-FT,Accel Vert-FT,Aileron-L FCC1,Aileron-R FCC1,Airspeed Cal-ADS1,Altitude DPGS,Altitude Radio-1 ASCB,AOA Norm-FCC1,AOA Norm-FCC2,AOA-ADS1,AOA-ADS2,AOA-ADS3 ASCB,AOA-ADS4 ASCB,AOS-ADS1,AOS-ADS2,AOS-ADS3 ASCB,AOS-ADS4 ASCB,Ctrl Col Force-L,Ctrl Col Force-R,Ctrl Col Pos-L FCC1,Ctrl Col Pos-R FCC1,Ctrl Whl Force-L FCC1,Ctrl Whl Force-R FCC1,Ctrl Whl Pos-L FCC1,Ctrl Whl Pos-R FCC1,Elevator-L FCC1,Elevator-R FCC1,Eng1 EPR-LA,Eng1 Fuel Flow-LA,Eng1 N1-LA,Eng1 N2-LA,Eng1 Thrust Gross-LA,Eng1 Thrust Net-LA,Eng1 TRA-LA,Eng2 EPR-RA,Eng2 Fuel Flow-RA,Eng2 N1-RA,Eng2 N2-RA,Eng2 Thrust Gross-RA,Eng2 Thrust Net-RA,Eng2 TRA-RA,Flap FCC2,Gear WOW-L LGCU1,Gear WOW-N LGCU1,Gear WOW-R LGCU1,Heading Mag-IRS1,Heading Mag-IRS3 ASCB,Pitch Rate-IRS1,Pitch-IRS1,Pitch-IRS2,Roll Rate-IRS1,Roll-IRS1,Roll-IRS3 ASCB,Rudder Ped Force-L FCC1,Rudder Ped Force-R FCC1,Rudder Ped Pos-FCC1,Rudder Ped Pos-FCC2,Rudder-FCC1,Spoiler-LIB FCC1,Spoiler-LMB FCC1,Spoiler-LOB FCC1,Spoiler-RIB FCC1,Spoiler-RMB FCC1,Spoiler-ROB FCC1,Stab-HSCU1,Yaw Rate Body-IRS1
(UTC),(g),(g),(g),(deg),(deg),(kt),(ft),(ft),(),(),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(lbf),(lbf),(deg),(deg),(lbf),(lbf),(deg),(deg),(deg),(deg),(),(pph),(%RPM),(%RPM),(lbf),(lbf),(deg),(),(pph),(%RPM),(%RPM),(lbf),(lbf),(deg),(deg),(),(),(),(deg),(deg),(deg/sec),(deg),(deg),(deg/sec),(deg),(deg),(lbf),(lbf),(in),(in),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg/sec)
,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,"%N(0:0=""*"",1:1=""Gear Compressed"")","%N(0:0=""*"",1:1=""Gear Compressed"")","%N(0:0=""*"",1:1=""Gear Compressed"")",NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER
48785.8,-0.019,0.305,1.159,-0.54,0.34,78.24,3675.7,-2.6,0.18,0.18,-0.92,-0.48,-0.38,0.18,-2.89,-2.59,-2.95,-1.5,1.3,4.16,0.11,0.1,-1.01,0.51,-1.31,-1.11,-2.37,-2.18,1.53,5101,89.27,91.93,14062.34,12253.2,32.17,1.53,5061,89.14,92.15,14133.95,12321.84,31.9,20,1,1,1,36.4,36.41,0.58,-1.13,-1.13,0.26,1.12,1.05,8.63,-1.41,0.13,0.12,-0.69,0.03,1.17,1.14,0.02,0.03,0.03,-6.2,-0.18
48785.9,-0.02,0.305,1.124,-0.54,0.32,78.96,3675.67,-2.4,0.18,0.18,-1.65,-0.61,-0.47,-0.08,-3.05,-2.24,-2.37,-1.04,1.55,4.33,0.12,0.1,-0.67,0.3,-1.09,-0.92,-2.35,-2.15,1.53,5101,89.27,91.91,14062.74,12218.36,32.17,1.53,5068,89.14,92.15,14122.87,12289.77,31.9,20,1,1,1,36.38,36.4,0.28,-1.08,-1.09,-0.56,1.11,1.06,10.66,-1.7,0.17,0.18,-0.66,0,1.07,1.08,0,0.04,0.02,-6.2,-0.3
48786,-0.016,0.318,0.979,-0.46,0.26,79.93,3675.71,-2.2,0.15,0.15,-1.08,-0.72,-0.85,-0.13,-3.19,-2.65,-3.14,-1.52,0.39,5.24,0.12,0.1,-1.04,0.38,-0.84,-0.77,-2.31,-2.13,1.53,5090,89.26,91.91,14040.17,12192.27,32.17,1.53,5068,89.13,92.13,14116.57,12267.03,31.9,20,1,1,1,36.36,36.38,0.04,-1.08,-1.09,-0.4,1.05,1.01,17.49,-1.65,0.47,0.5,-1.85,0.03,0.83,0.85,0.03,0.03,0.04,-6.2,-0.43
48786.1,-0.038,0.325,0.852,-0.32,0.2,80.32,3675.74,-2,0.15,0.14,-0.59,-0.31,-0.18,-0.04,-3.02,-2.46,-2.58,-1.32,1.65,4.58,0.19,0.16,-0.17,-0.28,-0.41,-0.26,-2.33,-2.13,1.53,5090,89.26,91.9,14051.79,12180.08,32.17,1.53,5075.5,89.13,92.13,14133.34,12280.15,31.9,20,1,1,1,36.32,36.36,-0.25,-1.1,-1.1,-0.57,1,0.98,19.47,-2.49,0.66,0.61,-4.1,0.03,0.54,0.59,0.02,0.02,0.03,-6.2,-0.37
48786.2,-0.023,0.328,0.862,-0.26,0.16,80.66,3675.79,-2.2,0.15,0.15,-0.6,-0.27,0.06,0.26,-3.22,-2.8,-3.13,-1.81,1.52,4.77,0.18,0.16,0.43,-0.02,0.21,0.22,-2.4,-2.18,1.53,5079,89.26,91.91,14064.27,12188.4,32.17,1.53,5075.5,89.09,92.12,14099.21,12233.78,31.9,20,1,1,1,36.29,36.31,-0.47,-1.14,-1.14,-0.57,0.94,0.9,18.13,-1.35,0.62,0.61,-4.6,0.03,0.37,0.35,0,0.04,0.02,-6.2,-0.33
48786.3,-0.039,0.317,0.99,-0.07,0.02,81.07,3675.79,-2,0.17,0.17,-0.55,0.07,0.12,0.46,-2.91,-2.57,-2.88,-1.57,1.46,4.86,0.21,0.19,-0.33,0.43,0.03,0.11,-2.43,-2.21,1.53,5079,89.27,91.92,14072.93,12196.07,32.17,1.53,5072,89.08,92.11,14069.43,12187.17,31.99,20,1,1,1,36.25,36.28,-0.67,-1.19,-1.2,-0.31,0.89,0.86,14.82,-1.45,0.49,0.48,-4.02,0.03,0.06,0.03,0.03,0.06,0.03,-6.2,-0.33
48786.4,-0.03,0.309,1.056,-0.06,0.02,81.96,3675.72,-2.2,0.18,0.18,-0.67,0.12,-0.34,0.43,-2.68,-2.32,-2.86,-1.35,1.52,5.55,0.15,0.13,-0.07,0.14,0.07,0.13,-2.48,-2.26,1.53,5077.5,89.29,91.92,14081.64,12170.83,32.17,1.53,5072,89.05,92.09,14100.31,12174.56,31.9,20,1,1,1,36.22,36.24,-0.17,-1.22,-1.23,-0.05,0.84,0.79,14.02,-1.5,0.42,0.42,-2.9,0.02,0.03,0.04,0.02,0.06,0.09,-6.2,-0.33
48786.5,-0.027,0.311,1.11,-0.07,0.02,82.65,3675.61,-2,0.19,0.18,-0.73,-0.41,-0.23,0.34,-2.96,-2.18,-2.54,-0.99,1.52,4.36,0.12,0.1,-0.44,0.19,0.16,0.19,-2.42,-2.26,1.53,5077.5,89.3,91.94,14120.12,12186.2,32.17,1.53,5069,89.08,92.11,14093.81,12190,31.9,20,1,1,1,36.18,36.21,-0.1,-1.24,-1.24,-0.71,0.78,0.75,15.27,-2.05,0.43,0.43,-2.87,0.03,0.02,0,0.03,0.1,0.07,-6.2,-0.29
48786.6,-0.036,0.303,1.105,-0.07,0.02,83.46,3675.6,-2,0.17,0.17,-1.05,-0.34,-0.2,-0.05,-2.94,-2.31,-2.67,-1.54,1.62,4.64,0.13,0.1,0.14,-0.2,0.25,0.29,-2.33,-2.14,1.53,5076.5,89.3,91.95,14039.44,12096.28,32.17,1.52,5069,89.07,92.11,14120.83,12174.88,31.9,20,1,1,1,36.16,36.17,0.18,-1.23,-1.24,-0.18,0.76,0.7,18.58,-1.8,0.56,0.59,-3.19,0.02,0.03,0,0.03,0.12,0.13,-6.2,-0.36
48786.7,-0.038,0.313,1.023,-0.04,-0.02,84.08,3675.59,-2,0.17,0.16,-1.01,-0.6,-0.14,0.09,-3.07,-2.16,-2.47,-1.44,1.17,5.8,0.15,0.13,0.22,-0.2,0.25,0.34,-2.35,-2.13,1.53,5076.5,89.33,91.95,14127.93,12159.06,32.17,1.52,5067.5,89.09,92.12,14102.68,12138.37,31.9,20,1,1,1,36.12,36.15,0.24,-1.2,-1.21,-0.03,0.79,0.72,23.03,-1.75,0.91,0.78,-5.19,0.02,0.03,0.03,0.02,0.15,0.16,-6.2,-0.17
48786.8,-0.03,0.314,0.932,-0.06,0,84.56,3675.58,-2.2,0.16,0.16,-1.15,-0.68,-0.31,-0.17,-3.2,-2.75,-3.2,-2.09,0.13,4.01,0.12,0.1,1.76,-0.09,0.86,0.87,-2.37,-2.2,1.53,5083.5,89.34,91.95,14118.31,12160.12,32.17,1.52,5067.5,89.09,92.12,14128.14,12166.82,31.99,20,1,1,1,36.1,36.12,0.54,-1.16,-1.17,0.77,0.83,0.76,24.91,-2.05,0.95,0.94,-6.43,0.03,0.03,0.02,0.02,0.18,0.2,-6.2,-0.19
48786.9,-0.03,0.317,0.972,0.09,-0.26,84.78,3675.59,-2.2,0.16,0.16,-0.48,-0.27,-0.37,-0.17,-2.7,-2.36,-2.98,-1.73,0.64,4.89,0.12,0.1,0.66,-0.28,1.08,1.17,-2.31,-2.13,1.53,5083.5,89.33,91.95,14109.76,12143.56,32.17,1.52,5055.5,89.11,92.13,14133.45,12155.04,31.9,20,1,1,1,36.08,36.1,0.1,-1.13,-1.14,0.31,0.88,0.82,23.43,0.03,0.89,0.88,-6.56,0.02,0.03,0.03,0.03,0.88,0.85,-6.2,-0.07
48787,-0.033,0.316,0.953,0.1,-0.31,85.04,3675.57,-2,0.18,0.18,-0.65,-0.55,-0.06,0.15,-3.25,-2.55,-2.71,-1.45,-0.09,4.89,0.11,0.09,0.16,-0.02,0.73,0.76,-2.31,-2.11,1.53,5091,89.34,91.96,14133.15,12144.17,32.17,1.52,5055.5,89.09,92.13,14137.73,12163.89,31.9,20,1,1,1,36.07,36.08,0.56,-1.09,-1.1,0.19,0.9,0.85,22.69,-2.14,0.78,0.84,-6.02,0.02,0.02,0.02,0.02,0.85,0.82,-6.2,-0.01
48787.1,-0.036,0.308,1.072,0.09,-0.25,85.76,3675.57,-2,0.18,0.18,-0.76,-0.25,-0.19,0.2,-3.11,-2.48,-2.92,-2.08,-0.27,4.45,0.1,0.09,0.32,0.16,0.58,0.64,-2.31,-2.11,1.53,5091,89.37,91.97,14155.16,12135.64,32.17,1.52,5046,89.09,92.13,14146.17,12138.11,31.9,20,1,1,1,36.07,36.08,-0.11,-1.09,-1.1,0.2,0.93,0.87,18.88,-1.84,0.68,0.68,-5.47,0.03,0.03,0.02,0.02,0.66,0.69,-6.2,0.12
48787.2,-0.026,0.309,1.028,-0.02,-0.06,86.54,3675.51,-2,0.18,0.18,-0.84,-0.32,-0.23,0.28,-2.85,-2.44,-2.94,-1.85,1.08,4.61,0.12,0.1,-0.88,-0.13,-0.05,0,-2.3,-2.11,1.53,5088.5,89.34,91.96,14147.59,12117.26,32.17,1.52,5046,89.08,92.12,14127.62,12120.04,31.9,20,1,1,1,36.08,36.08,0.21,-1.08,-1.08,0.08,0.92,0.87,18.03,-2.09,0.62,0.58,-4.7,0.02,0.03,0.03,0.02,0.25,0.28,-6.2,0.14
48787.3,-0.027,0.309,1.021,-0.12,0.09,87.2,3675.48,-2,0.18,0.18,-0.47,-0.13,-0.02,0.17,-2.41,-1.96,-2.35,-1.4,-0.24,4.33,0.12,0.09,-0.44,-0.25,0.05,0.07,-2.3,-2.11,1.53,5088.5,89.31,91.96,14144.49,12102.59,32.17,1.52,5046.5,89.12,92.14,14155.52,12119.52,31.9,20,1,1,1,36.09,36.09,-0.12,-1.1,-1.11,-0.36,0.9,0.86,12.94,-1.84,0.44,0.41,-2.94,0.02,0.02,0.03,0,0.03,0.02,-6.2,0.12
48787.4,-0.022,0.31,1.009,-0.12,0.09,87.91,3675.46,-2.2,0.18,0.18,-1.09,-0.34,-0.18,0.18,-2.88,-2.21,-2.65,-1.19,2.15,4.8,0.15,0.13,-0.38,0.11,-0.12,0,-2.31,-2.11,1.53,5085.5,89.31,91.95,14157.43,12111.28,32.17,1.52,5046.5,89.11,92.14,14139.56,12089.49,31.9,20,1,1,1,36.1,36.11,-0.37,-1.12,-1.13,0.11,0.88,0.82,17.09,-1.84,0.48,0.48,-2.87,0.03,0.03,0.03,0.02,0.02,0.03,-6.2,0.14
48787.5,-0.03,0.308,0.969,-0.12,0.09,88.46,3675.43,-2.2,0.17,0.17,-0.67,-0.13,0,0.18,-2.86,-2.44,-2.56,-1.51,1.49,4.83,0.12,0.1,-0.62,0.27,-0.13,-0.05,-2.39,-2.15,1.53,5085.5,89.28,91.93,14114.76,12043.45,32.17,1.52,5046.5,89.09,92.14,14163.66,12113.93,31.9,20,1,1,1,36.12,36.12,0.04,-1.14,-1.15,-0.25,0.85,0.81,14.62,-1.9,0.43,0.44,-3.22,0.02,0.03,0.04,0.02,0.03,0.03,-6.2,0.13
48787.6,-0.02,0.308,1.03,-0.13,0.09,89.13,3675.41,-2.4,0.17,0.17,-0.71,-0.38,-0.27,0.23,-2.53,-2.04,-2.64,-1.57,1.87,4.58,0.15,0.13,-0.75,0.27,-0.02,-0.01,-2.33,-2.15,1.52,5092.5,89.27,91.92,14131.01,12044.81,32.17,1.52,5046.5,89.08,92.13,14170.66,12088.36,31.9,20,1,1,1,36.13,36.13,-0.29,-1.16,-1.16,-0.03,0.84,0.79,16.4,-0.95,0.5,0.48,-3.16,0.02,0.03,0.04,0,0.03,0.02,-6.2,0.13
48787.7,-0.028,0.31,0.997,-0.12,0.09,89.82,3675.36,-2.4,0.17,0.17,-0.58,-0.29,-0.34,0.33,-2.38,-2.11,-2.85,-1.47,2.02,4.73,0.16,0.14,-1.16,0.09,-0.16,-0.06,-2.37,-2.15,1.52,5092.5,89.23,91.91,14121.08,12039.54,32.17,1.52,5059,89.05,92.1,14146.65,12052.27,31.9,20,1,1,1,36.14,36.14,0.23,-1.14,-1.15,-0.34,0.84,0.79,16.5,-2.2,0.5,0.5,-3.47,0.02,0.03,0.04,0.02,0.02,0.02,-6.2,0.14
48787.8,-0.018,0.3,1.051,-0.13,0.09,90.04,3675.34,-2.2,0.17,0.17,-0.72,-0.19,0.02,0.24,-2.56,-2.04,-2.28,-1.24,2.28,4.48,0.14,0.12,-0.83,-0.13,-0.31,-0.18,-2.4,-2.18,1.52,5092,89.24,91.91,14137.22,12043.92,32.17,1.52,5059,89.04,92.09,14134.15,12040.75,31.99,20,1,1,1,36.15,36.16,0.06,-1.14,-1.16,0.38,0.85,0.8,15.46,-1.3,0.47,0.48,-3.36,0.02,0.15,0.15,0.02,0.04,0.03,-6.2,0.1
48787.9,-0.023,0.304,1.075,-0.2,0.13,90.78,3675.28,-2.4,0.18,0.18,-0.61,-0.07,-0.15,0.2,-2.55,-2.02,-2.65,-1.29,3.48,3.91,0.2,0.18,-0.98,-0.46,0,0.04,-2.39,-2.2,1.52,5092,89.23,91.89,14126.53,12005.01,32.17,1.52,5071,89.06,92.1,14155.51,12005.26,31.9,20,1,1,1,36.17,36.17,0.09,-1.12,-1.13,-0.25,0.85,0.79,16.99,-1.35,0.57,0.52,-3.5,0.03,0.2,0.22,0,0.03,0.02,-6.2,0.11
48788,-0.017,0.307,0.981,-0.16,0.12,91.64,3675.29,-2.4,0.18,0.17,-0.93,-0.51,-0.13,-0.1,-2.27,-1.8,-2.29,-1.37,3.06,5.05,0.19,0.17,0.45,-0.17,0.23,0.26,-2.43,-2.2,1.52,5093.5,89.2,91.88,14120.08,11977.11,32.17,1.52,5071,89.05,92.1,14173.76,12043.03,31.9,20,1,1,1,36.18,36.18,0.63,-1.08,-1.09,-0.08,0.84,0.79,18.28,-1.41,0.58,0.58,-3.93,0.02,0.09,0.12,0.02,0.02,0.02,-6.2,0.13
48788.1,-0.025,0.307,1.014,-0.07,0,92.23,3675.28,-2,0.17,0.17,-0.78,-0.21,-0.17,0.04,-2.3,-1.83,-2,-1,2.25,5.46,0.19,0.17,0.43,0.14,0.27,0.29,-2.46,-2.24,1.52,5093.5,89.2,91.88,14144.95,11991.55,32.17,1.52,5061.5,89.04,92.09,14162.44,12015.78,31.9,20,1,1,1,36.19,36.19,0.41,-1.05,-1.05,-0.03,0.83,0.78,23.53,-1.55,0.75,0.77,-4.5,0.02,0.02,0.03,0.02,0.16,0.1,-6.2,0.08
48788.2,-0.02,0.304,1.03,-0.06,-0.02,92.51,3675.24,-2,0.18,0.17,-0.82,-0.3,-0.3,0.07,-2.33,-1.78,-2.23,-1.03,2.22,4.58,0.18,0.17,0.24,0.06,0.14,0.19,-2.44,-2.26,1.52,5088.5,89.17,91.88,14134.94,11969.43,32.17,1.52,5061.5,89.05,92.09,14176.29,12015.84,31.9,20,1,1,1,36.2,36.2,0.3,-1.01,-1.02,-0.39,0.82,0.77,22.05,-2.39,0.79,0.79,-5.6,0.03,0.02,0.03,0.02,0.19,0.18,-6.2,0.13
48788.3,-0.027,0.3,1.037,-0.06,-0.02,92.94,3675.25,-1.6,0.18,0.17,-0.87,-0.24,-0.15,0.04,-2.06,-1.79,-1.97,-1.18,1.34,4.67,0.16,0.14,-0.33,0.45,0.08,0.12,-2.43,-2.22,1.52,5088.5,89.2,91.88,14136.27,11956.09,32.17,1.52,5052.5,89.06,92.11,14178.32,12004.55,31.46,20,1,1,1,36.21,36.21,0.25,-0.99,-1,0.19,0.82,0.77,20.91,-1.05,0.75,0.75,-5.63,0.02,0.02,0.04,0,0.2,0.18,-6.2,0.1
48788.4,-0.027,0.304,1.03,-0.07,0.02,93.45,3675.21,-1.8,0.17,0.18,-0.47,-0.29,-0.15,0.23,-2.36,-1.66,-2.17,-0.79,1.08,4.67,0.15,0.14,-0.02,0.4,0.2,0.28,-2.4,-2.21,1.52,5075.5,89.2,91.88,14126.43,11930,32.17,1.52,5052.5,89.07,92.1,14180.7,11996.47,29.18,20,1,1,1,36.22,36.23,-0.01,-0.98,-0.99,-0.14,0.82,0.77,19.07,-1.55,0.67,0.67,-4.99,0.02,0.02,0.02,0.02,0.09,0.06,-6.2,0.22
48788.5,-0.017,0.304,0.962,-0.09,0.03,93.98,3675.22,-2,0.17,0.18,-0.46,-0.2,-0.2,0.04,-2.18,-1.9,-2.23,-1.34,1.46,5.11,0.14,0.12,0.16,0.3,0.13,0.18,-2.37,-2.2,1.52,5075.5,89.19,91.88,14131.35,11924.59,32.17,1.52,5053.5,89.07,92.1,14174.02,11987.87,25.49,20,1,1,1,36.25,36.24,0.1,-0.98,-0.98,-0.2,0.79,0.75,20.66,-1.45,0.72,0.7,-4.83,0.03,0.03,0.02,0.03,0.12,0.12,-6.2,0.23
48788.6,-0.021,0.304,0.988,-0.09,0.02,94.59,3675.21,-1.8,0.17,0.17,-0.63,-0.06,-0.22,0.19,-2.21,-1.84,-1.97,-1.03,2.02,4.52,0.15,0.12,-0.36,0.19,0.17,0.23,-2.36,-2.17,1.52,5070.5,89.2,91.89,14136.63,11929.54,32.17,1.52,5053.5,88.87,92.01,14211.16,12002.76,21.18,20,1,1,1,36.26,36.27,-0.27,-0.99,-1,0.35,0.81,0.75,21.4,-1.8,0.74,0.74,-5.05,0.02,0.02,0.03,0.02,0.15,0.13,-6.2,0.27
48788.7,-0.017,0.295,0.981,-0.09,0.02,95.06,3675.18,-2,0.18,0.18,-0.4,-0.05,-0.15,0.29,-1.91,-1.47,-1.91,-1.12,1.62,4.73,0.14,0.13,-0.25,0.14,0.19,0.25,-2.35,-2.15,1.52,5070.5,89.22,91.9,14162.35,11932.46,32.17,1.52,5055,88.4,91.75,14054.98,11823.9,16,20,1,1,1,36.3,36.29,0.02,-0.99,-1,0.52,0.83,0.77,21.1,-1.2,0.74,0.74,-5.26,0.03,0.02,0.03,0,0.13,0.1,-6.2,0.31
48788.8,-0.023,0.287,1.009,-0.09,0.02,95.67,3675.17,-2.2,0.18,0.18,-0.4,-0.04,0,0.29,-1.65,-1.3,-1.66,-0.66,1.27,4.27,0.13,0.11,-0.62,0.14,-0.23,-0.12,-2.36,-2.15,1.52,5065.5,89.23,91.91,14182.73,11937.28,32.17,1.51,5055,87.63,91.3,13791.55,11579.88,13.54,20,1,1,1,36.32,36.32,-0.13,-1.01,-1.01,0.5,0.86,0.81,20.85,-1.05,0.66,0.72,-5.23,0.02,0.03,0.02,0.03,0.1,0.09,-6.2,0.35
48788.9,-0.013,0.281,1.03,-0.12,0.06,96.25,3675.12,-2.2,0.18,0.18,-0.83,-0.12,-0.1,0.2,-1.72,-1.17,-1.52,-0.65,1.84,4.64,0.13,0.11,-1.32,0.19,-0.37,-0.23,-2.36,-2.17,1.52,5065.5,89.24,91.93,14191.24,11927.83,32.17,1.49,5068,86.94,90.71,13379.07,11179.25,10.9,20,1,1,1,36.36,36.35,-0.07,-1.01,-1.02,0.19,0.86,0.81,15.27,-1.5,0.53,0.5,-4.61,0.02,0.03,0.03,0,0.04,0.03,-6.2,0.42
48789,-0.01,0.272,1.026,-0.2,0.13,97.02,3675.11,-2.4,0.18,0.18,-0.48,-0.05,-0.02,0.26,-1.75,-1.29,-1.45,-0.61,1.49,4.04,0.12,0.1,-1.35,0.09,-0.63,-0.47,-2.35,-2.15,1.52,5070,89.25,91.93,14175.24,11887.85,32.17,1.47,5068,85.82,90.02,13001.08,10815.57,8.96,20,1,1,1,36.4,36.39,0.11,-1,-1.01,-0.7,0.81,0.78,11.8,-1.2,0.33,0.31,-2.83,0.03,0.31,0.29,0.04,0.03,0.03,-6.2,0.47
48789.1,-0.007,0.26,1.037,-0.29,0.19,97.78,3675.06,-2.2,0.18,0.18,-0.52,-0.11,-0.11,0.27,-1.92,-1.5,-1.84,-0.79,1.55,4.13,0.12,0.1,-0.98,0.09,-0.6,-0.51,-2.33,-2.14,1.52,5070,89.27,91.95,14206.73,11910.38,32.17,1.44,5053.5,84.23,89.31,12311.24,10171.1,7.21,20,1,1,1,36.45,36.43,0.21,-1,-1.01,-0.8,0.75,0.72,9.67,-1.7,0.21,0.21,-1.41,0.02,0.48,0.5,0.03,0.02,0.03,-6.2,0.44
48789.2,-0.019,0.258,1.042,-0.31,0.18,98.43,3675.04,-1.8,0.18,0.18,-0.68,-0.29,-0.1,0.21,-2.12,-1.7,-2.06,-1.12,1.9,4.48,0.13,0.12,-1.04,0.19,-0.81,-0.68,-2.33,-2.13,1.52,5075,89.27,91.95,14231.37,11911.97,32.17,1.42,5053.5,82.88,88.62,11735.61,9615.48,5.19,20,1,1,1,36.49,36.48,-0.18,-1,-1.01,-0.4,0.7,0.67,11.84,-1.75,0.24,0.24,-1.23,0.03,0.47,0.5,0.02,0.03,0,-6.2,0.55
48789.3,-0.013,0.253,0.995,-0.41,0.25,98.87,3675.03,-1.8,0.18,0.18,-0.58,-0.24,-0.01,0.07,-2.28,-1.84,-2.25,-1.32,2.38,4.58,0.13,0.11,-2.87,0.51,-2.32,-2.03,-2.33,-2.13,1.52,5075,89.27,91.95,14192.76,11861.31,32.17,1.39,5026.5,81.77,88.01,11161.86,9083.11,2.02,20,1,1,1,36.55,36.52,-0.13,-1,-1.01,-0.5,0.7,0.65,-3.5,-1.6,-0.1,-0.15,-0.62,0.03,0.92,1.03,0.03,0.03,0.03,-6.2,0.74
48789.4,-0.004,0.246,0.913,-0.94,0.55,99.55,3675.03,-1.8,0.17,0.17,-0.36,-0.04,0.02,0.15,-2.44,-1.91,-1.94,-1.17,1.05,4.1,0.11,0.1,-3.7,0.87,-3.74,-3.72,-2.33,-2.13,1.52,5089,89.28,91.95,14229.46,11872.44,32.17,1.36,5026.5,80.05,87.43,10728.39,8666.69,0.26,20,1,1,1,36.61,36.6,-0.06,-1,-1.01,0.17,0.72,0.66,-10.88,-0.02,-0.29,-0.26,2.11,0.02,2.42,2.5,0.03,0.02,0.03,-6.2,0.78
48789.5,0.005,0.244,0.92,-1.19,0.7,100.11,3675.03,-1.8,0.18,0.18,-0.18,-0.05,-0.12,0.49,-2.71,-2.23,-2.49,-1.63,1.11,4.04,0.12,0.09,-3.83,0.63,-3.98,-3.96,-2.33,-2.13,1.52,5089,89.3,91.96,14205.56,11857.82,32.17,1.34,4690.5,78.71,86.94,10106.48,8114.69,0.26,20,1,1,1,36.7,36.65,-0.02,-1,-1.01,0.96,0.76,0.7,-15.28,-4.52,-0.39,-0.41,2.43,0.03,2.96,2.97,0.03,0.02,0.02,-6.2,0.76
48789.6,0.01,0.235,0.99,-1.35,0.79,100.18,3674.97,-1.8,0.19,0.19,-0.5,0.19,-0.23,0.4,-2.63,-2.26,-2.63,-1.69,1.87,4.27,0.13,0.1,-2.66,0.14,-3.66,-3.6,-2.31,-2.13,1.52,5103,89.29,91.96,14226.54,11877.04,32.17,1.32,4690.5,77.31,86.51,9683.38,7727.57,0.26,20,1,1,1,36.76,36.75,0.07,-0.99,-0.99,0.43,0.8,0.73,-16.07,-1.16,-0.48,-0.49,3.66,0.03,3.24,3.21,0.02,0.02,0.03,-6.2,0.75
48789.7,0.016,0.223,1.047,-1.26,0.75,100.24,3674.93,-2,0.2,0.19,-0.37,-0.06,0.11,0.45,-2.59,-2.3,-2.63,-1.71,2.15,4.1,0.14,0.12,-3.1,0.19,-3.81,-3.78,-2.33,-2.13,1.52,5103,89.29,91.95,14232.56,11864.68,32.17,1.29,4355,76.32,86.05,9250.76,7314,0.26,20,1,1,1,36.85,36.81,0.55,-0.95,-0.96,0.36,0.82,0.75,-18.95,-1.41,-0.79,-0.6,4.51,0.02,2.99,3.02,0.03,0.02,0.02,-6.2,0.75
48789.8,0.017,0.211,1.143,-1.26,0.73,100.7,3674.84,-2.2,0.19,0.19,-0.47,-0.17,-0.1,0.38,-2.49,-2.15,-2.31,-1.67,2.5,4.04,0.14,0.11,-2.73,0.71,-3.76,-3.76,-2.33,-2.13,1.52,5109,89.3,91.97,14277.54,11894.85,32.17,1.27,4355,75.06,85.62,8856.98,6943.61,0.26,20,1,1,1,36.92,36.9,0.19,-0.94,-0.95,0.23,0.81,0.75,-29.09,-0.41,-1.03,-1.06,6.17,0.03,3.05,3.03,0.03,0.02,0.03,-6.2,0.6
48789.9,0.021,0.205,1.124,-1.3,0.76,101.23,3674.77,-2.4,0.19,0.19,-0.45,-0.28,-0.05,0.14,-2.64,-2.36,-2.42,-1.75,3.51,3.66,0.14,0.12,-2.55,0.22,-3.57,-3.55,-2.35,-2.14,1.52,5109,89.29,91.96,14233.62,11845.99,32.17,1.25,3811.5,73.76,85.17,8462.84,6581.17,0.26,20,1,1,1,36.99,36.96,0.43,-0.9,-0.91,0.4,0.8,0.75,-30.18,-0.95,-1.16,-1.18,8.6,0.03,3.06,3.08,0.02,0.02,0.03,-6.2,0.47
