National Transportation Safety Board
Investigation Number:,DCA11MA076
Accident Date:,04/02/11
Aircraft Type:,Gulfstream G650
Aircraft Tail Number:,N652GD
Data Recorders Factual Report - Attachment 3 - Tabular Data - Flight 132 Run 3B2 - (CSV Format)
Time is in seconds past midnight Coordinated Universal Time (UTC)
DATA
Time,Accel Lat-FT,Accel Long-FT,Accel Vert-FT,Aileron-L FCC1,Aileron-R FCC1,Airspeed Cal-ADS1,Altitude DPGS,Altitude Radio-1 ASCB,AOA Norm-FCC1,AOA Norm-FCC2,AOA-ADS1,AOA-ADS2,AOA-ADS3 ASCB,AOA-ADS4 ASCB,AOS-ADS1,AOS-ADS2,AOS-ADS3 ASCB,AOS-ADS4 ASCB,Ctrl Col Force-L,Ctrl Col Force-R,Ctrl Col Pos-L FCC1,Ctrl Col Pos-R FCC1,Ctrl Whl Force-L FCC1,Ctrl Whl Force-R FCC1,Ctrl Whl Pos-L FCC1,Ctrl Whl Pos-R FCC1,Elevator-L FCC1,Elevator-R FCC1,Eng1 EPR-LA,Eng1 Fuel Flow-LA,Eng1 N1-LA,Eng1 N2-LA,Eng1 Thrust Gross-LA,Eng1 Thrust Net-LA,Eng1 TRA-LA,Eng2 EPR-RA,Eng2 Fuel Flow-RA,Eng2 N1-RA,Eng2 N2-RA,Eng2 Thrust Gross-RA,Eng2 Thrust Net-RA,Eng2 TRA-RA,Flap FCC2,Gear WOW-L LGCU1,Gear WOW-N LGCU1,Gear WOW-R LGCU1,Heading Mag-IRS1,Heading Mag-IRS3 ASCB,Pitch Rate-IRS1,Pitch-IRS1,Pitch-IRS2,Roll Rate-IRS1,Roll-IRS1,Roll-IRS3 ASCB,Rudder Ped Force-L FCC1,Rudder Ped Force-R FCC1,Rudder Ped Pos-FCC1,Rudder Ped Pos-FCC2,Rudder-FCC1,Spoiler-LIB FCC1,Spoiler-LMB FCC1,Spoiler-LOB FCC1,Spoiler-RIB FCC1,Spoiler-RMB FCC1,Spoiler-ROB FCC1,Stab-HSCU1,Yaw Rate Body-IRS1
(UTC),(g),(g),(g),(deg),(deg),(kt),(ft),(ft),(),(),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(lbf),(lbf),(deg),(deg),(lbf),(lbf),(deg),(deg),(deg),(deg),(),(pph),(%RPM),(%RPM),(lbf),(lbf),(deg),(),(pph),(%RPM),(%RPM),(lbf),(lbf),(deg),(deg),(),(),(),(deg),(deg),(deg/sec),(deg),(deg),(deg/sec),(deg),(deg),(lbf),(lbf),(in),(in),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg/sec)
,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,"%N(0:0=""*"",1:1=""Gear Compressed"")","%N(0:0=""*"",1:1=""Gear Compressed"")","%N(0:0=""*"",1:1=""Gear Compressed"")",NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER
48770.8,-0.024,-0.025,1.007,-0.03,0.03,0,3679.04,-2.4,0.19,0.19,0,0,0,0,0,0,0,0,0.77,1.55,0.05,0.02,-0.07,-0.17,0.13,0.13,-2.18,-1.98,1.54,5134.5,90.07,92.4,-291230023,-291230023,32.17,1.53,5140.5,91.71,92.68,-291275616.6,-291272074.5,31.73,20,1,1,1,36.98,36.98,-0.01,-1.72,-1.74,0,0.73,0.69,3.28,-1.25,0.03,0.03,0.03,0.02,0.03,0.02,0.03,0.04,0.06,-6.21,0
48770.9,-0.024,-0.025,1.007,-0.03,0.02,0,3679.02,-2.4,0.19,0.19,0,0,0,0,0,0,0,0,0.73,1.55,0.05,0.02,-0.07,-0.09,0.1,0.09,-2.18,-1.98,1.54,5134.5,90.04,92.38,13853.87,13853.87,32.17,1.53,5131.5,91.72,92.69,-291251775.3,-291248868.4,31.73,20,1,1,1,36.98,36.98,0,-1.72,-1.74,-0.01,0.73,0.69,3.63,-1.25,0.03,0.03,0.04,0.02,0.02,0.03,0.02,0.06,0.03,-6.21,-0.01
48771,-0.025,-0.026,1.007,-0.03,0.02,0,3679.03,-2.4,0.19,0.19,0,0,0,0,0,0,0,0,0.58,1.65,0.05,0.02,0.01,-0.13,0.14,0.08,-2.18,-1.99,1.54,5146.5,90.02,92.35,-291249238.9,-291249238.9,32.17,1.53,5131.5,91.72,92.67,-291249239.8,-291246333,31.73,20,1,1,1,36.98,36.98,0,-1.72,-1.74,0.01,0.73,0.69,3.13,-1.45,0.02,0.03,0.04,0.03,0.02,0.02,0,0.07,0.04,-6.21,-0.02
48771.1,-0.022,-0.026,1.007,-0.03,0.03,0,3679.03,-2.2,0.19,0.19,0,0,0,0,0,0,0,0,0.64,1.46,0.05,0.02,-0.07,-0.15,0.14,0.16,-2.17,-1.99,1.54,5146.5,90,92.33,-291246704.3,-291246704.3,32.17,1.53,5116.5,91.71,92.65,-291246706.4,-291241349.1,31.73,20,1,1,1,36.98,36.98,0,-1.72,-1.74,0,0.73,0.69,2.84,-1.3,0.02,0.03,0.04,0.03,0.03,0.02,0.03,0.06,0.07,-6.21,-0.02
48771.2,-0.024,-0.026,1.009,-0.03,0.02,0,3679.03,-2.6,0.19,0.19,0,0,0,0,0,0,0,0,0.58,1.65,0.05,0.02,-0.09,-0.2,0.13,0.1,-2.18,-1.99,1.54,5159,89.95,92.3,-291249238.8,-291249238.8,32.17,1.53,5116.5,91.71,92.65,-291243878,-291243874.4,31.73,20,1,1,1,36.97,36.98,0,-1.72,-1.74,0.01,0.73,0.69,3.34,-1.3,0.02,0.03,0.04,0.02,0,0.03,0,0.06,0.03,-6.21,-0.01
48771.3,-0.025,-0.025,1.007,-0.03,0.02,0,3679.02,-2.4,0.19,0.19,0,0,0,0,0,0,0,0,0.64,1.59,0.05,0.02,-0.09,-0.2,0.1,0.13,-2.18,-1.98,1.54,5159,89.91,92.27,-291241634.6,-291241634.6,32.17,1.53,5110,91.72,92.65,-291222867,-291218115.9,31.73,20,1,1,1,36.97,36.98,0,-1.71,-1.74,0.04,0.73,0.69,3.09,-1.3,0.02,0.03,0.04,0.03,0.03,0,0.02,0.06,0.07,-6.21,0
48771.4,-0.023,-0.025,1.007,-0.02,0.03,0,3679.04,-2.4,0.19,0.19,0,0,0,0,0,0,0,0,0.7,1.65,0.05,0.02,0.01,-0.15,0.15,0.11,-2.18,-1.98,1.54,5172,89.88,92.22,-291249090.6,-291249090.6,32.17,1.53,5110,91.71,92.64,-291259820.5,-291259816.9,31.73,20,1,1,1,36.97,36.98,0,-1.71,-1.74,0,0.73,0.69,2.98,-1.45,0.02,0.03,0.04,0.02,0.03,0.03,0.03,0.04,0.07,-6.21,0
48771.5,-0.026,-0.025,1.007,-0.03,0.03,0,3679.03,-2.2,0.19,0.19,0,0,0,0,0,0,0,0,0.67,1.55,0.05,0.02,-0.02,-0.15,0.09,0.11,-2.18,-1.99,1.53,5172,89.85,92.2,-291237625.2,-291237625.2,32.17,1.53,5103.5,91.73,92.66,-291264448.7,-291259040.3,31.73,20,1,1,1,36.97,36.98,0,-1.72,-1.74,0.04,0.73,0.69,2.64,-1.25,0.03,0.03,0.03,0.03,0.02,0.02,0,0.07,0.03,-6.21,0
48771.6,-0.024,-0.026,1.004,-0.03,0.03,0,3679.03,-2.2,0.19,0.19,0,0,0,0,0,0,0,0,0.64,1.62,0.05,0.02,-0.17,-0.09,0.14,0.09,-2.17,-1.98,1.53,5184.5,89.83,92.19,-291256842.4,-291256842.4,32.17,1.53,5103.5,91.71,92.66,-291256844.1,-291249109.5,31.73,20,1,1,1,36.97,36.98,0,-1.72,-1.74,-0.02,0.73,0.69,2.64,-1.25,0.03,0.02,0.04,0.03,0.03,0,0.02,0.04,0.09,-6.21,0
48771.7,-0.025,-0.026,1.007,-0.02,0.02,0,3679.03,-2.2,0.19,0.19,0,0,0,0,0,0,0,0,0.55,1.52,0.05,0.02,0.03,-0.09,0.12,0.1,-2.18,-1.98,1.53,5184.5,89.8,92.17,-291265183.5,-291265183.5,32.17,1.53,5097,91.71,92.65,-291273228.7,-291270292.6,31.73,20,1,1,1,36.97,36.98,0,-1.72,-1.74,0,0.73,0.69,2.64,-1.35,0.02,0.03,0.04,0.02,0.03,0.03,0.03,0.04,0.07,-6.21,-0.01
48771.8,-0.025,-0.025,1.007,-0.03,0.03,0,3679.02,-2,0.19,0.19,0,0,0,0,0,0,0,0,0.55,1.74,0.05,0.02,-0.05,-0.17,0.1,0.13,-2.17,-1.98,1.53,5154.5,89.77,92.16,-291248795.9,-291248795.9,32.17,1.53,5097,91.75,92.68,-291267571.5,-291267567.8,31.73,20,1,1,1,36.97,36.98,-0.01,-1.72,-1.74,0.01,0.73,0.69,2.3,-1.41,0.02,0.03,0.03,0.03,0.02,0,0.02,0.06,0.06,-6.21,-0.01
48771.9,-0.023,-0.025,1.007,-0.02,0.02,0,3679.03,-2.2,0.19,0.19,0,0,0,0,0,0,0,0,0.55,1.55,0.05,0.02,-0.07,-0.17,0.12,0.13,-2.17,-1.98,1.53,5154.5,89.74,92.16,-291265183.5,-291265183.5,32.17,1.53,5095,91.75,92.67,-291251775.2,-291242138,31.73,20,1,1,1,36.97,36.98,-0.01,-1.72,-1.74,-0.02,0.73,0.69,1.7,-1.25,0.02,0.02,0.04,0.03,0.02,0.02,0.03,0.04,0.07,-6.21,-0.01
48772,-0.025,-0.026,1.007,-0.03,0.03,0,3679.03,-2.2,0.19,0.19,0,0,0,0,0,0,0,0,0.73,1.65,0.05,0.03,-0.02,-0.2,0.1,0.14,-2.18,-1.98,1.53,5124.5,89.72,92.16,-291220180.2,-291220180.2,32.17,1.53,5095,91.73,92.64,-291241638.3,-291241634.7,31.73,20,1,1,1,36.97,36.98,0,-1.71,-1.74,0.02,0.73,0.69,1.6,-1.3,0.02,0.02,0.04,0.02,0.02,0.03,0.02,0.04,0.04,-6.21,0.01
48772.1,-0.024,-0.026,1.009,-0.03,0.03,0,3679.02,-2.2,0.19,0.19,0,0,0,0,0,0,0,0,0.64,1.71,0.05,0.02,0.01,-0.2,0.1,0.13,-2.18,-1.99,1.53,5124.5,89.71,92.17,-291244169.7,-291244169.7,32.17,1.53,5093.5,91.73,92.62,-291244171.9,-291237420.7,31.73,20,1,1,1,36.97,36.98,0,-1.72,-1.74,0,0.73,0.69,1.7,-1.25,0.02,0.02,0.04,0.02,0.03,0.02,0.03,0.06,0.07,-6.21,0.01
48772.2,-0.023,-0.025,1.004,-0.03,0.02,0,3679.02,-2.4,0.19,0.19,0,0,0,0,0,0,0,0,0.7,1.52,0.05,0.02,-0.07,-0.09,0.1,0.11,-2.17,-1.99,1.53,5106,89.7,92.19,-291246704.1,-291246704.1,32.17,1.53,5093.5,91.73,92.62,-291246706.6,-291246703,31.73,20,1,1,1,36.97,36.98,0.01,-1.72,-1.74,-0.01,0.73,0.69,0.91,-1.2,0.02,0.02,0.09,0.02,0.03,0.03,0.03,0.04,0.06,-6.21,0
48772.3,-0.025,-0.025,1.007,-0.03,0.02,0,3679.03,-2,0.19,0.19,0,0,0,0,0,0,0,0,0.48,1.65,0.05,0.03,-0.02,-0.15,0.1,0.13,-2.18,-2.02,1.53,5106,89.67,92.18,-291241929.7,-291241929.7,32.17,1.53,5096,91.75,92.6,-291241931.4,-291238984.8,31.73,20,1,1,1,36.97,36.98,0,-1.72,-1.74,0,0.73,0.69,0.51,-1.2,0.02,0.02,0.1,0.02,0.02,0.02,0,0.07,0.04,-6.21,0
48772.4,-0.024,-0.025,1.009,-0.03,0.02,0,3679.02,-2,0.19,0.19,0,0,0,0,0,0,0,0,0.45,1.65,0.05,0.03,0.14,-0.28,0.11,0.15,-2.18,-1.99,1.53,5088,89.68,92.2,-291259819.2,-291259819.2,32.17,1.53,5096,91.76,92.59,-291257138.4,-291251051.7,31.73,20,1,1,1,36.97,36.98,-0.01,-1.72,-1.74,-0.01,0.73,0.69,0.66,-1.16,0.02,0.02,0.12,0.03,0.03,0.02,0.03,0.04,0.09,-6.21,-0.01
48772.5,-0.025,-0.026,1.007,-0.03,0.02,0,3679.02,-2.2,0.19,0.19,0,0,0,0,0,0,0,0,0.48,1.65,0.04,0.02,0.03,-0.23,0.13,0.12,-2.18,-1.98,1.53,5088,89.68,92.2,-291235387,-291235387,32.17,1.53,5099,91.79,92.62,-291256845.5,-291254351.6,31.73,20,1,1,1,36.97,36.98,0,-1.72,-1.74,-0.01,0.73,0.69,1.05,-1.11,0.02,0.02,0.12,0.02,0.02,0.03,0.02,0.06,0.07,-6.21,-0.01
48772.6,-0.024,-0.026,1.007,-0.03,0.02,0,3679.01,-2.2,0.19,0.19,0,0,0,0,0,0,0,0,0.36,1.71,0.05,0.02,0.06,-0.15,0.13,0.13,-2.18,-1.98,1.53,5090.5,89.71,92.23,-291238659.3,-291238659.3,32.17,1.53,5099,91.83,92.63,-291246706.5,-291241477.8,31.73,20,1,1,1,36.97,36.98,0,-1.72,-1.74,0,0.73,0.69,1.45,-1.2,0.02,0.02,0.12,0.02,0.02,0.02,0.02,0.07,0.03,-6.21,-0.01
48772.7,-0.023,-0.025,1.007,-0.03,0.03,0,3679.01,-1.8,0.19,0.19,0,0,0,0,0,0,0,0,0.67,1.59,0.05,0.03,-0.02,-0.23,0.13,0.13,-2.18,-1.96,1.53,5090.5,89.73,92.24,-291251773.8,-291251773.8,32.17,1.53,5091.5,91.88,92.65,-291251774.9,-291240762.6,31.73,20,1,1,1,36.97,36.98,-0.01,-1.72,-1.74,0.01,0.73,0.69,1.45,-1.3,0.02,0.02,0.12,0.02,0.03,0.03,0.03,0.04,0.07,-6.21,-0.01
48772.8,-0.023,-0.025,1.007,-0.03,0.02,0,3679.02,-2.2,0.19,0.19,0,0,0,0,0,0,0,0,0.7,1.68,0.05,0.02,-0.07,-0.17,0.15,0.13,-2.18,-1.98,1.53,5092.5,89.75,92.26,-291251478.2,-291251478.2,32.17,1.53,5091.5,91.88,92.66,-291262208.2,-291262204.5,31.73,20,1,1,1,36.97,36.98,0,-1.72,-1.74,-0.01,0.73,0.69,1.3,-1.25,0.02,0.02,0.1,0,0.02,0.03,0,0.07,0.06,-6.21,0
48772.9,-0.025,-0.025,1.009,-0.03,0.02,0,3679.01,-2.4,0.19,0.19,0,0,0,0,0,0,0,0,0.73,1.62,0.04,0.02,-0.09,-0.13,0.13,0.15,-2.18,-1.99,1.53,5092.5,89.78,92.27,-291269810.1,-291269810.1,32.17,1.53,5084,91.87,92.66,-291240312.6,-291240309,31.64,20,1,1,1,36.97,36.98,-0.01,-1.72,-1.74,0.02,0.73,0.69,1.55,-1.2,0.02,0.02,0.12,0,0.02,0.02,0.02,0.06,0.03,-6.21,0.01
48773,-0.025,-0.026,1.007,-0.03,0.03,0,3679,-2.4,0.19,0.19,0,0,0,0,0,0,0,0,0.83,1.59,0.05,0.02,-0.02,-0.15,0.12,0.09,-2.17,-1.98,1.53,5094,89.78,92.27,-291251183.4,-291251183.4,32.17,1.53,5084,91.86,92.68,-291253867.6,-291251874,31.73,20,1,1,1,36.97,36.98,0,-1.72,-1.74,-0.01,0.73,0.69,1.3,-1.3,0.02,0.02,0.1,0.02,0.02,0.03,0.02,0.04,0.06,-6.21,0
48773.1,-0.024,-0.026,1.007,-0.03,0.03,0,3679.02,-2.2,0.19,0.19,0,0,0,0,0,0,0,0,0.67,1.55,0.05,0.02,-0.07,-0.13,0.1,0.15,-2.17,-1.98,1.53,5094,89.8,92.28,-291245818.7,-291245818.7,32.17,1.53,5081,91.86,92.7,-291261914.6,-291261910.9,31.73,20,1,1,1,36.97,36.98,0,-1.72,-1.74,0.01,0.73,0.69,0.46,-1.25,0.02,0.02,0.09,0.02,0.02,0.03,0,0.07,0.04,-6.21,0
48773.2,-0.025,-0.026,1.007,-0.03,0.03,0,3679.01,-2.2,0.19,0.19,0,0,0,0,0,0,0,0,0.8,1.68,0.04,0.02,-0.05,-0.15,0.11,0.14,-2.17,-1.98,1.53,5095.5,89.81,92.3,-291262206.8,-291262206.8,32.17,1.53,5081,91.83,92.7,-291256845.4,-291249575.6,31.73,20,1,1,1,36.97,36.98,0,-1.72,-1.74,-0.01,0.73,0.69,0.76,-1.25,0.02,0.02,0.09,0.03,0,0.02,0,0.06,0.02,-6.21,-0.01
48773.3,-0.024,-0.025,1.007,-0.03,0.03,0,3679,-2.4,0.19,0.19,0,0,0,0,0,0,0,0,0.7,1.52,0.05,0.02,-0.07,-0.09,0.13,0.14,-2.17,-1.98,1.53,5095.5,89.83,92.3,-291262648.8,-291262648.8,32.17,1.53,5078,91.81,92.69,-291249241.6,-291249237.9,31.9,20,1,1,1,36.97,36.98,-0.02,-1.72,-1.74,-0.01,0.73,0.69,0.95,-1.3,0.02,0.02,0.09,0.02,0.03,0.02,0.02,0.06,0.06,-6.21,-0.01
48773.4,-0.024,-0.025,1.004,-0.03,0.03,0,3679.01,-2.4,0.19,0.19,0,0,0,0,0,0,0,0,0.67,1.59,0.05,0.02,0.03,-0.25,0.1,0.13,-2.17,-1.99,1.53,5096.5,89.84,92.29,-291262206.4,-291262206.4,32.17,1.53,5078,91.78,92.66,-291267571.3,-291267567.6,31.9,20,1,1,1,36.97,36.98,0,-1.72,-1.74,0.01,0.73,0.69,1.1,-1.3,0.02,0.02,0.09,0.02,0.02,0.02,0,0.07,0.04,-6.21,0
48773.5,-0.023,-0.025,1.007,-0.03,0.02,0,3678.99,-2.6,0.19,0.19,0,0,0,0,0,0,0,0,0.67,1.59,0.05,0.02,0.03,-0.23,0.17,0.09,-2.17,-2.01,1.53,5096.5,89.86,92.29,-291264445.8,-291264445.8,32.17,1.53,5087,91.77,92.64,-291256402.7,-291256399,31.9,20,1,1,1,36.97,36.98,0,-1.72,-1.74,0,0.73,0.69,0.51,-1.25,0.02,0.02,0.09,0.03,0.02,0.02,0.03,0.06,0.03,-6.21,0
48773.6,-0.024,-0.025,1.009,-0.03,0.03,0,3679,-2.4,0.19,0.19,0,0,0,0,0,0,0,0,0.58,1.65,0.05,0.03,0.06,-0.2,0.11,0.13,-2.18,-2.01,1.53,5097.5,89.87,92.28,-291242990.7,-291242990.7,32.17,1.53,5087,91.79,92.66,-291264447.8,-291264444.1,31.9,20,1,1,1,36.97,36.98,-0.01,-1.72,-1.74,0.02,0.73,0.69,0.66,-1.25,0.02,0.02,0.07,0.02,0.02,0.02,0.02,0.07,0.03,-6.21,0
48773.7,-0.025,-0.026,1.007,-0.03,0.02,0,3679.01,-2.4,0.19,0.19,0,0,0,0,0,0,0,0,0.52,1.59,0.04,0.02,0.03,-0.23,0.13,0.14,-2.18,-1.99,1.53,5097.5,89.85,92.27,-291245966.6,-291245966.6,32.17,1.53,5097.5,91.8,92.7,-291259379,-291259375.3,31.9,20,1,1,1,36.97,36.98,0,-1.72,-1.74,0.02,0.73,0.69,0.31,-1.25,0.02,0.02,0.09,0.03,0.02,0.02,0.02,0.06,0.02,-6.21,0
48773.8,-0.024,-0.026,1.007,-0.03,0.02,0,3679,-2.2,0.19,0.19,0,0,0,0,0,0,0,0,0.73,1.52,0.05,0.03,0.03,-0.2,0.16,0.12,-2.17,-1.98,1.53,5104,89.84,92.24,-291261911.8,-291261911.8,32.17,1.53,5097.5,91.84,92.73,-291261913.4,-291260138.8,31.9,20,1,1,1,36.97,36.98,0,-1.72,-1.74,0,0.73,0.69,0.27,-1.2,0.02,0.02,0.09,0.03,0.02,0.02,0.03,0.06,0.07,-6.21,0
48773.9,-0.024,-0.026,1.007,-0.03,0.03,0,3679.01,-2.2,0.19,0.19,0,0,0,0,0,0,0,0,0.7,1.59,0.04,0.02,0.03,-0.09,0.12,0.12,-2.17,-1.99,1.53,5104,89.84,92.23,-291267275.6,-291267275.6,32.17,1.53,5098.5,91.87,92.76,-291283367.9,-291279241.9,31.9,20,1,1,1,36.97,36.98,0,-1.72,-1.74,0,0.73,0.69,0.06,-1.3,0.01,0.02,0.09,0,0.02,0.03,0,0.07,0.04,-6.21,-0.01
48774,-0.024,-0.025,1.007,-0.03,0.02,0,3679,-2.4,0.19,0.19,0,0,0,0,0,0,0,0,0.64,1.62,0.05,0.02,-0.02,-0.25,0.09,0.14,-2.18,-1.98,1.53,5110,89.85,92.23,-291246409.2,-291246409.2,32.17,1.53,5098.5,91.91,92.77,-291262502.2,-291257203.6,31.9,20,1,1,1,36.97,36.98,0,-1.72,-1.74,0,0.73,0.69,-0.09,-1.35,0.01,0.02,0.13,0.02,0,0.02,0.02,0.06,0.03,-6.21,-0.01
48774.1,-0.024,-0.025,1.007,-0.03,0.02,0,3679,-2.4,0.19,0.19,0,0,0,0,0,0,0,0,0.67,1.62,0.05,0.02,-0.05,-0.15,0.14,0.14,-2.18,-1.98,1.53,5110,89.84,92.22,-291243580,-291243580,32.17,1.53,5098.5,91.9,92.79,-291243585.2,-291243581.5,31.9,20,1,1,1,36.97,36.98,0,-1.72,-1.74,-0.03,0.73,0.69,-0.03,-1.25,0,0.01,0.16,0.03,0.03,0,0.03,0.06,0.07,-6.21,-0.01
48774.2,-0.023,-0.025,1.009,-0.03,0.02,0,3679,-2.4,0.19,0.19,0,0,0,0,0,0,0,0,0.55,1.68,0.05,0.02,0.06,-0.2,0.13,0.14,-2.18,-1.99,1.53,5107,89.86,92.22,-291262354,-291262354,32.17,1.53,5098.5,91.88,92.8,-291254310.3,-291254306.6,31.9,20,1,1,1,36.97,36.98,-0.01,-1.72,-1.74,0.02,0.73,0.69,-1.27,-1.16,0,0,0.28,0,0.02,0.03,0,0.07,0.03,-6.21,0
48774.3,-0.024,-0.027,1.007,-0.03,0.03,0,3679,-2.6,0.19,0.19,0,0,0,0,0,0,0,0,0.58,1.68,0.05,0.02,-0.02,-0.13,0.13,0.18,-2.18,-1.98,1.53,5107,89.86,92.21,-291266981.5,-291266981.5,32.17,1.53,5098,91.88,92.8,-291266982.2,-291266978.5,31.9,20,1,1,1,36.97,36.98,-0.01,-1.72,-1.74,0,0.73,0.69,-1.22,-1.11,-0.01,0,0.31,0.02,0.03,0.02,0.02,0.04,0.07,-6.21,0.01
48774.4,-0.024,-0.026,1.007,-0.03,0.03,0,3678.99,-2.8,0.19,0.19,0,0,0,0,0,0,0,0,0.64,1.68,0.05,0.02,-0.02,-0.15,0.13,0.14,-2.18,-1.99,1.53,5103.5,89.86,92.2,13762.85,13762.85,32.17,1.53,5098,91.87,92.79,-291264448.3,-291264444.7,31.9,20,1,1,1,36.97,36.98,0,-1.72,-1.74,0.01,0.73,0.69,-1.07,-1.11,0,0,0.28,0.02,0.02,0.06,0.02,0.06,0.09,-6.21,0.01
48774.5,-0.024,-0.025,1.007,-0.03,0.02,0,3678.99,-2.4,0.19,0.19,0,0,0,0,0,0,0,0,0.67,1.59,0.05,0.01,0.06,-0.17,0.14,0.14,-2.17,-1.98,1.53,5103.5,89.84,92.19,-291280243.9,-291280243.9,32.17,1.53,5103.5,91.86,92.74,-291290971.7,-291287707.1,31.9,20,1,1,1,36.97,36.98,0,-1.72,-1.74,0.02,0.73,0.69,1.85,-1.25,0.03,0.06,0.26,0.03,0.02,0.02,0,0.06,0.03,-6.21,0
48774.6,-0.023,0.12,1.105,-0.03,0.03,0,3678.98,-2.4,0.19,0.19,0,0,0,0,0,0,0,0,2.72,4.52,0.14,0.12,-0.07,-0.17,0.13,0.1,-2.17,-1.99,1.53,5093.5,89.83,92.17,-291287553.4,-291287553.4,32.17,1.53,5103.5,91.87,92.73,-291274145.7,-291274142,31.9,20,1,1,1,36.97,36.98,-0.23,-1.73,-1.73,0.22,0.76,0.71,5.02,-2.24,0.05,0.06,-0.31,0.03,0.04,0.02,0.03,0.06,0.07,-6.21,0.16
48774.7,-0.013,0.414,1.07,-0.02,0.03,0,3678.99,-2.4,0.2,0.19,0,0,0,0,0,0,0,0,4.01,4.95,0.47,0.44,0.01,-0.23,0.21,0.26,-2.65,-2.26,1.53,5093.5,89.79,92.17,-291271166.1,-291271166.1,32.17,1.53,5108.5,91.9,92.73,-291287258.4,-291283840.5,31.9,20,1,1,1,36.99,36.99,0.74,-1.68,-1.67,0.13,0.79,0.74,6.3,1.22,0.04,0.05,-0.19,0.03,0.03,0.02,0.02,0.04,0.06,-6.2,0.2
48774.8,-0.014,0.418,0.986,-0.03,0.02,0,3679.04,-2.2,0.2,0.2,0,0,0,0,0,0,0,0,4.33,6.02,0.52,0.5,-0.25,0.24,0.23,0.27,-2.88,-2.57,1.53,5083.5,89.76,92.16,-291282189.1,-291282189.1,32.17,1.53,5108.5,91.9,92.7,-291282190.3,-291274021.5,31.99,20,1,1,1,37.01,37.01,0.16,-1.64,-1.63,0.59,0.84,0.78,6.05,-0.76,0.05,0.05,-0.03,0.03,0.03,0,0.02,0.1,0.1,-6.2,0.27
48774.9,-0.02,0.393,0.892,-0.03,-0.02,0,3679.06,-2.4,0.19,0.19,0,0,0,0,0,0,0,0,4.55,5.84,0.54,0.51,0.3,0.06,0.18,0.19,-3.06,-2.84,1.53,5083.5,89.73,92.16,-291292180.1,-291292180.1,32.17,1.53,5108,91.87,92.66,-291294863,-291287979.6,31.9,20,1,1,1,37.04,37.03,0,-1.65,-1.64,0.28,0.88,0.83,3.98,-1.41,0.04,0.04,-0.12,0.02,0.03,0.03,0.03,0.13,0.15,-6.2,0.19
48775,-0.012,0.393,0.953,0,-0.03,0,3679.09,-2.4,0.18,0.19,0,0,0,0,0,0,0,0,4.58,5.49,0.54,0.52,0.19,0.43,0.18,0.21,-3.08,-2.88,1.53,5083,89.71,92.16,-291281303.5,-291281303.5,32.17,1.53,5108,91.82,92.65,-291297398.5,-291288426.8,31.9,20,1,1,1,37.05,37.06,-0.48,-1.7,-1.69,0.29,0.9,0.86,4.67,-1.3,0.03,0.04,-0.02,0.02,0.03,0.03,0.02,0.13,0.15,-6.2,0.08
48775.1,-0.015,0.383,1.035,0,-0.03,0.26,3679.08,-2.8,0.18,0.18,0,0,0,0,0,0,0,0,4.27,5.52,0.54,0.52,-0.17,-0.02,0.21,0.24,-3.08,-2.88,1.53,5083,89.7,92.17,-291289646.5,-291289646.5,32.17,1.53,5107,91.82,92.65,-291284283,-291279890.2,31.99,20,1,1,1,37.07,37.07,-0.27,-1.73,-1.73,-0.06,0.9,0.86,0.86,-1.16,0.02,0.02,0,0.03,0.03,0.02,0.02,0.15,0.16,-6.2,-0.07
48775.2,-0.014,0.365,1.093,0.02,-0.03,0.17,3679.05,-2.8,0.18,0.18,0,0,0,0,0,0,0,0,3.91,5.11,0.5,0.47,0.03,0.01,0.21,0.2,-3.08,-2.92,1.53,5076,89.69,92.17,-291326606.1,-291326606.1,32.17,1.53,5107,91.74,92.63,-291302466.1,-291295805.8,31.99,20,1,1,1,37.06,37.08,0.15,-1.73,-1.73,-0.33,0.88,0.84,-1.87,-1.3,-0.02,-0.02,0.16,0.02,0.03,0.03,0.02,0.13,0.15,-6.2,-0.2
